Library: ..\data\lfw_aligned_masked_10_10-v3.txt
	Images Dir: C:\Users\Pedro\Dropbox\FEUP\PDIS\Visage\VisageFaceRec\Debug\lfw_alinned_masked\
	Total Images: 520
	Total People: 52
	Images per person MIN | MAX: 10 | 10
	Percentage of trainned images per person: 80
Loaded in: 0.089 seconds
Gordon_Brown  8 | 2
              Gordon_Brown_0008.jpg      39       9        424.442
              Gordon_Brown_0001.jpg      39      26        366.042
Gray_Davis  8 | 2
                Gray_Davis_0008.jpg      40      16        334.754
                Gray_Davis_0003.jpg      40      46        368.933
Guillermo_Coria  8 | 2
           Guillermo_Coria_0005.jpg      41       -         461.06
           Guillermo_Coria_0004.jpg      41      29        278.373
Halle_Berry  8 | 2
               Halle_Berry_0007.jpg      42       -        400.895
               Halle_Berry_0006.jpg      42       2        332.591
Hamid_Karzai  8 | 2
              Hamid_Karzai_0009.jpg      43      37        396.504
              Hamid_Karzai_0007.jpg      43       -        340.034
Hans_Blix  8 | 2
                 Hans_Blix_0001.jpg      44      25        494.711
                 Hans_Blix_0008.jpg      44      35        545.611
Harrison_Ford  8 | 2
             Harrison_Ford_0004.jpg      45      25        445.357
             Harrison_Ford_0001.jpg      45       -        423.751
Hillary_Clinton  8 | 2
           Hillary_Clinton_0006.jpg      46       9        420.026
           Hillary_Clinton_0004.jpg      46       -        374.788
Howard_Dean  8 | 2
               Howard_Dean_0006.jpg      47       -        373.327
               Howard_Dean_0009.jpg      47       -        278.569
Hugo_Chavez  8 | 2
               Hugo_Chavez_0007.jpg      48       -        290.874
               Hugo_Chavez_0001.jpg      48      37        314.618
Hu_Jintao  8 | 2
                 Hu_Jintao_0001.jpg      49       -        288.073
                 Hu_Jintao_0004.jpg      49       -        203.394
Ian_Thorpe  8 | 2
                Ian_Thorpe_0006.jpg      50       -        287.264
                Ian_Thorpe_0009.jpg      50      37        471.244
Igor_Ivanov  8 | 2
               Igor_Ivanov_0007.jpg      51               Igor_Ivanov_0008.jpg      51      37        314.951

Tested 103 in 1.833 seconds
Right predictions: 51, 49.5146%

-------------------------------------------------------------------------------
