Trainning 200 images.

Trained Eigenfaces model in 15 seconds
Trained Fisherfaces model in 15 seconds
Trained LBPH model in 8 seconds

                    Class   Eigen           Conf  Fisher           Conf    LBPH           Conf
                       35       -        2306.14       -        937.197       -        41.1038
                       35       -        2652.41       -        1283.94       -        41.7083
                       35       -        1940.41       -            695       -        32.2564
                       35       -        3036.05       -        1292.46      31        51.3618
                       35       -        2447.65       -         839.06       -        34.9172
                       24       -        1775.44       -        716.651       -        46.7998
                       24       -         1829.5       -        650.139       -        44.9584
                       24       -        1795.39       -        745.411       -        39.6347
                       24       -        1897.88       -        703.109       -          44.13
                       24       -        1988.72       -        993.869       -        41.5815
                       13       -        1977.19       -        1008.06       -        33.0934
                       13       -        2436.48       -        1093.41       -        35.2686
                       13       -        932.506       -        446.753       -        27.5827
                       13       -        3249.91       -        1487.92       -        41.4548
                       13       -        2139.08       -          791.7       -        35.8704
                       33       -        1917.18       -        1017.09       -        34.7434
                       33       -        1936.76       -        1043.12       -        31.9723
                       33       -        709.395       -        353.202       -        29.2141
                       33       -        1486.87       -         735.41       -        29.2461
                       33       -        1943.27       -        509.377       -        34.3644
                       10       -        2657.46       -        968.529       -        42.4836
                       10       -        3429.46       -        1181.22       -        42.8143
                       10       -        2436.58       -        905.756       -        38.9903
                       10       -        2938.03       -         1300.5       -         39.822
                       10       -        2499.93       -        1107.36       -        39.2748
                       25       -        2991.87       -        1435.17      27        58.7284
                       25       -        1850.93       -        816.862       -        39.9973
                       25       -        2449.64       -        1086.49       -        51.7504
                       25       -        1133.25       -        424.191       -        36.3699
                       25       -        2091.61       -        807.219       -        37.7962
                       17       -        2521.75       -        928.991       3        54.1042
                       17       -         2178.1       -        577.659       3        48.6364
                       17       -        1580.33       -        831.961       -        39.9184
                       17       -        2193.86       -        763.698       -        34.3997
                       17       -        1868.41       -        750.309       -         41.186
                       28       -        1833.34       -         510.18       -         39.003
                       28       -        2845.85       -        1111.85       -        51.5186
                       28       -         2403.3       -        803.691       -        51.3272
                       28       -        2630.43       -        730.448       -        48.7797
                       28       -        1788.49       -        626.711       -        41.1515
                       32       -        1877.71       -        503.528       -        42.4399
                       32       -        2195.01       -        764.963       -         41.164
                       32       -        1994.16       -        698.024       -        39.8204
                       32       -        692.625       -        210.021       -        32.4563
                       32       -        2726.04       -        883.763       -        54.5624
                       11       -        1852.52       -        622.674       -        32.8636
                       11       -        2544.13       -        793.497       -        40.1423
                       11       -        2500.92       -         964.64       -         45.569
                       11       -        2855.26       -        759.732       -        42.8347
                       11       -        2269.57       -        582.618       -        40.2752
                        5       -        1749.43       -         786.03       -        34.8356
                        5       -        2531.56       -         1223.1      37        52.6907
                        5       -        2071.28       -        634.789       -        36.0372
                        5       -        1239.69       -        319.439       -        29.9317
                        5       -        1618.12       -        548.289       -        34.6523
                       21       -        1597.23       -        733.897       -        35.0786
                       21       -        2004.66       -        418.306       -        35.8038
                       21       -        1817.68       -        574.707       -        33.3098
                       21       -        1858.82       -        771.318       -         39.648
                       21       -        1852.01       -        421.055       -        34.0117
                       14       -        1817.11       -        897.292       -         41.855
                       14       -         2032.3       -        923.284       -        41.9873
                       14       -        1764.67       -        565.411       -        34.5907
                       14       -        1548.84       -        622.593       -        36.8986
                       14       -        1692.16       -        605.661       -        35.2624
                        1       -        1705.96       -         967.74       -        33.4349
                        1       -        2313.69       -        1088.57       -         34.125
                        1       -        1403.67       -          500.4       -        33.5181
                        1       -        1981.82       -        1065.79       -        31.6357
                        1       -        2241.07       -        602.344       -        37.6745
                       30      20        3086.62      37        1461.53      34        67.0487
                       30       -         2823.7      37        1418.22       -        64.5101
                       30       -        1122.89       -        333.121       -        32.9784
                       30       -        2129.38       -        1054.68       -        38.2119
                       30       -        1635.32       -        914.908       -         30.337
                       27       -        2393.43       -        975.061       -        36.7082
                       27       -        3271.86      24        1420.77       -        46.5833
                       27       -        2255.49       -        1222.68       -        46.8608
                       27       -        3293.67      25        1573.74      15        58.2112
                       27       -        1179.14       -        490.184       -        28.8982
                       39       -        2375.71       -        1153.07       -        63.1103
                       39       4        3039.34      24        1448.17       4        60.1243
                       39       -        2036.39       -         886.12       -        50.0892
                       39       -        2463.05       4        917.565       -        44.6843
                       39       -        2406.68       -         1130.2       -        42.9844
                        2       -        1480.96       -        597.243       -        29.9952
                        2       3        2807.66       -        965.529      20        51.1509
                        2       -        1677.85       -        765.235       -        37.0412
                        2       -        2781.68       -        1150.81       -        54.6015
                        2       -        2471.88       -        763.765      34        60.7801
                       37       -        1621.11       -        474.182       -        32.7392
                       37       -        2861.76       2        1139.79       -        54.3678
                       37       -        1941.73       -        749.343       -        46.8076
                       37       -        1488.75       -        879.587       -        33.2797
                       37       -        1615.64       -        634.704       -        36.8542

Right predictions EigenFaces: 184
Right predictions FisherFaces: 183
Right predictions LBPH: 175
