Loaded 400 images in 0 seconds
Trainning 120 images.

Trained Eigenfaces model in 4 seconds
Trained Fisherfaces model in 5 seconds
Trained LBPH model in 5 seconds

Testing 280 different images.

                    Class   Eigen           Conf  Fisher           Conf    LBPH           Conf
                       20       -        2275.65       -        1362.27       -        46.8975
                       20       -        1985.67       -        896.835       -        35.9474
                       20       -        2117.21       -        1306.41       -        44.0966
                       20       -        2345.68       -        1223.76       -        50.5171
                        0       -        3492.98       -        1844.17       -        89.6299
                        0       -        3372.08       -         1750.3       -        66.7342
                        0       -         3586.1       -        1919.71       -        54.7809
                        0       -        2862.38       -        1449.86       -         57.606
                        0      15        3404.47      12        1928.54      12        69.1941
                        0       -        3807.47      16        2095.11      12        72.1746
                        0       -        3120.87      23        1655.75      23        53.9624
                        6       -        1675.15       -        714.607       -        31.4351
                        6       -        2847.22       -        1167.32       -        40.4735
                        6       -        1639.82       -         758.41       -         35.044
                        6       -        2907.22       -        1284.31       -        40.1712
                        6       -        2378.69       -        1172.47       -        38.0216
                        6       -        1873.03       -        1344.85       -        31.9717
                        6       -        2011.48       -        867.523       -        34.1678
                       15       -        3150.06       -        1612.52       -         45.729
                       15       -        4132.16       -        1938.05       -        55.7505
                       15       -        2190.45       -        1526.98       -        44.5327
                       15      12        4382.93       -        1957.35       -         50.179
                       15       -        2352.23       -        1451.65      26        49.4315
                       15       3        3524.91       4           1931       3        57.4942
                       15       -        2967.79       -        1377.01       -        51.0548
                       35       -        3330.09      39         1911.2      29        49.1828
                       35       6        3423.95       6        2006.87       6         55.795
                       35       -        3387.62       -        1897.68      29        56.2793
                       35       6        3401.93      28        2011.53      29        58.5624
                       35       -        2894.82       4         1965.6      21        49.4752
                       35       6        3229.37      39        1952.54      29        57.3058
                       35       6        3567.93       6        1965.19      17        56.9527
                       24       -        1687.87       -        774.324       -        37.9334
                       24       4        2542.04       4        1680.91       4        75.2551
                       24       -         1718.9       -        876.926       -         37.859
                       24       -        2899.93       -        1554.72       3        64.3534
                       24       -        1852.79       -        942.787       -          44.13
                       24       4        2742.07       4        1621.49       4        70.6332
                       24       -        1820.84       -        1081.72       -        34.9071
                       13       -        2340.81       -        1293.71       -        35.2686
                       13       -        2981.05       -        1903.73       -        38.3396
                       13       -        825.476       -        520.685       -        27.5827
                       13       -         2820.3       -           1695       -        36.7657
                       13       -        3076.71       -        1704.01       -        41.4548
                       13       -        1828.21       -        1081.83       -        32.6155
                       13       -           2228       -        1318.15       -        40.8465
                       33       -        2163.52       -         1393.7       -        33.4844
                       33       -        1738.19       -        785.134       -        33.0923
                       33       -        638.406       -        374.175       -        29.2141
                       33       -        2322.32       -        1094.15       -        36.4066
                       33       -        1874.95       -        1159.83       -        32.0211
                       33       -         1302.3       -        760.972       -         29.691
                       33       -        1841.26       -          769.2       -        34.3644
                       10       -        2276.49       -        1484.61       -        37.9164
                       10      13        3735.35      13        2088.77      13        52.6657
                       10       -        2340.13       -        1198.34       -        38.9903
                       10      18        3630.93      13        2103.38      13        54.4408
                       10       -        2315.62       -        1227.18       -        37.5627
                       10       -        2392.17       -        1527.35       -        35.0641
                       10       -        2452.38       -        1092.57       -        39.2748
                       25       -        1750.05       -        1109.43       -        39.9973
                       25       -        3232.26       -        2012.65       2        62.8862
                       25       -        2316.63       -        1651.31       -        51.7504
                       25       -        2887.63       4        1956.41       2        58.5105
                       25       -        2951.53       -        1900.62       2        57.8184
                       25       -        2958.08       -        1821.11       2          63.32
                       25       -        2014.42       -        922.336       -        37.7962
                       17       -        1734.88       -        855.172       -        38.4767
                       17       -         2182.2       -        944.724      39        47.1561
                       17       -        2198.25       -        1244.05       -        45.9895
                       17       -        1599.96       -        988.807       -        36.8034
                       17       -         2054.6       -        1058.26       -        34.3997
                       17       -        1618.18       -        788.251       -        35.8318
                       17       -        1716.04       -        958.087       -         41.186
                       28       -        2689.48       -        1515.07      22         56.888
                       28       -        1327.99       -         784.68       -        30.9788
                       28       -        2286.03       -        1247.86       -        48.5943
                       28       -        1794.88       -        755.084       -        39.2209
                       28       -        2352.16       -        916.445       -        43.5087
                       28       -        2362.22       -        1423.23       -        53.6759
                       28       -        1682.95       -         874.95       -        42.2034
                       32       -        2074.47       -        977.597       -        48.4475
                       32       -        1650.13       -        962.537       -        41.4657
                       32       -        1994.16       -         892.26       -        37.9745
                       32       -        968.481       -        557.777       -        38.4194
                       32       -        585.083       -         308.91       -        32.4563
                       32       -        2667.54       -        1643.83       -        49.8965
                       32       -           2531       -        1157.17       -        51.9538
                       11       -        2992.43       -        1747.05       -        48.1974
                       11       -         1841.9       -        1301.01       -         34.914
                       11       -        2289.48       -        1157.84       -         45.569
                       11       -        2430.26       -        1526.21       -        41.1965
                       11       -        2345.36       -        1136.52       -        38.0083
                       11      34        3244.97       -        1808.18       -        52.0941
                       11       -        2560.48       -        1478.05       -         44.319
                        5       -        2052.87       -        1341.35       -        49.5411
                        5       -        1720.02       -        903.691       -        33.0505
                        5       -        1988.42       -        1016.19       -        36.0372
                        5       -        1932.95       -        1040.77       -        42.5212
                        5       -        1563.97       -         716.85       -        34.3759
                        5       -        1694.57       -        814.214       -        48.1866
                        5       -        1466.85       -        846.184       -        34.6523
                       21       -        1849.27       -        789.683       -        39.5276
                       21       -        1721.63       -        751.014       -        46.5109
                       21       -        1734.45       -        796.024       -        33.8599
                       21       -        2543.12      28        1721.29       -        50.5237
                       21       -        1768.14       -        1073.34       -         39.648
                       21       -        1669.65       -        816.579       -         35.306
                       21       -           1800       -        722.358       -        39.0612
                       14       -        1445.32       -        624.157       -        31.7136
                       14       -        1540.16       -        998.873       -        34.8475
                       14       -        1633.65       -        1060.61       -        35.5805
                       14       -        2076.56       -        1389.81       -         40.527
                       14       -        1473.54       -        834.722       -        36.8986
                       14       -        3139.45       -        1454.45       1        46.7456
                       14       -        1416.94       -        981.845       -        35.2624
                        1       -        2513.41       -        1582.32       -        38.5422
                        1       -        2285.76       -        1502.43       -        47.1832
                        1       -        2060.24       -        793.488       -         35.018
                        1       -        983.576       -        697.878       -        32.2923
                        1       -        1713.11       -        984.198       -        28.7499
                        1       -        1784.52       -        580.633       -        33.3899
                        1       -        2468.12       -        1249.75       -        39.2013
                       30       -        2078.08       -        1258.12       -        45.0951
                       30       -        2737.43       -        1473.47       -        49.8707
                       30       -        2455.67       -        1433.87       -        44.3537
                       30       -        2512.48       -        1490.61       -        42.6791
                       30       -        2531.52       -         1625.7       -        47.3266
                       30       -         2051.7       -        1186.12       -        41.4544
                       30       -        2845.79       -         1456.1       -        43.6065
                       27       -        3067.97       -        1933.82       -        46.5833
                       27       -        1801.72       -        965.159       -        29.5393
                       27       -         2104.1       -        1613.13       -        46.8608
                       27       -        3207.28      25        1771.07       -        47.9737
                       27       -         3142.9      25        1879.53       -        58.4527
                       27      36        2832.42      36        1947.53      38        71.1482
                       27       -        1087.89       -         613.08       -        28.8982
                       39       -        2518.29       -        1708.33       4         61.907
                       39       -         2441.3       -        1155.08       -        57.0578
                       39       -        1897.25       -         1155.3       -        50.0892
                       39       4        1921.05       4        1231.26       4          52.26
                       39       4        2792.72       4        1612.83      22        56.1154
                       39       -        1818.04       -        1077.56       -         41.884
                       39       -         2847.3       -         1490.7      20        56.0806
                        2       -        2731.43       -        1326.82       -        52.3231
                        2       4        2861.08       4        1645.05       4        63.2814
                        2       -        1521.22       -        917.489       -        37.0412
                        2       -        2810.37       -        1786.15      25         56.496
                        2       -        2629.85       -        1534.33       -        54.6015
                        2       -        1440.87       -        879.868       -        31.4382
                        2       -        2388.67       -        1224.74       -        64.9613
                       37       -        2781.43       -        1496.47       8        51.1062
                       37       -        960.858       -        636.731       -        33.3925
                       37       -        1962.54       -        878.583       -        45.4509
                       37       -         2270.6       -        1399.42       -        42.7382
                       37       -        1809.03       -         1062.6       -        36.0281
                       37       -        2387.97       -         1393.4       -        47.3446
                       37       -         1564.4       -        884.906       -        36.8542
Tested in 26 seconds

Right predictions EigenFaces: 249, 88.9286%
Right predictions FisherFaces: 247, 88.2143%
Right predictions LBPH: 224, 80%
