Library: ..\data\lfw_aligned_BW_10_10-v3.txt
	Images Dir: C:\Users\Pedro\Pictures\lfw\lfw_aligned_BW\
	Total Images: 520
	Total People: 52
	Images per person MIN | MAX: 10 | 10
	Percentage of trainned images per person: 80
Loaded in: 0.151 seconds
     Dominique_de_Villepin_0003.jpg      28       -        2674.37
Donald_Rumsfeld  8 | 2
           Donald_Rumsfeld_0004.jpg      29      13        2234.43
           Donald_Rumsfeld_0009.jpg      29      13        2343.42
Edmund_Stoiber  8 | 2
            Edmund_Stoiber_0009.jpg      30      13        2432.76
            Edmund_Stoiber_0001.jpg      30      31        2052.06
Eduardo_Duhalde  8 | 2
           Eduardo_Duhalde_0002.jpg      31      13        2450.02
           Eduardo_Duhalde_0001.jpg      31       2        2534.47
Fidel_Castro  8 | 2
              Fidel_Castro_0007.jpg      32      28        1905.83
              Fidel_Castro_0002.jpg      32       5        2176.35
George_HW_Bush  8 | 2
            George_HW_Bush_0001.jpg      33      13        2121.29
            George_HW_Bush_0007.jpg      33      13        1910.83
George_Robertson  8 | 2
          George_Robertson_0001.jpg      34      31        2453.75
          George_Robertson_0004.jpg      34       -        2507.89
George_W_Bush  8 | 2
             George_W_Bush_0008.jpg      35      13        2318.22
             George_W_Bush_0002.jpg      35      13        2642.91
Gerhard_Schroeder  8 | 2
         Gerhard_Schroeder_0007.jpg      36       -        2638.27
         Gerhard_Schroeder_0003.jpg      36      45        2191.07
Gloria_Macapagal_Arroyo  8 | 2
   Gloria_Macapagal_Arroyo_0001.jpg      37      28         1783.4
   Gloria_Macapagal_Arroyo_0006.jpg      37       -        3396.07
Gonzalo_Sanchez_de_Lozada  8 | 2
 Gonzalo_Sanchez_de_Lozada_0001.jpg      38      28        2035.11
 Gonzalo_Sanchez_de_Lozada_0003.jpg      38      32        2109.43
Gordon_Brown  8 | 2
              Gordon_Brown_0008.jpg      39       -        2532.26
              Gordon_Brown_0001.jpg      39       2        2270.02
Gray_Davis  8 | 2
                Gray_Davis_0008.jpg      40      28        1823.62
                Gray_Davis_0003.jpg      40      13         2664.7
Guillermo_Coria  8 | 2
           Guillermo_Coria_0005.jpg      41       -        2941.26
           Guillermo_Coria_0004.jpg      41      13        2821.18
Halle_Berry  8 | 2
               Halle_Berry_0007.jpg      42      28        2134.05
               Halle_Berry_0006.jpg      42       -         1979.7
Hamid_Karzai  8 | 2
              Hamid_Karzai_0009.jpg      43      31        1944.82
              Hamid_Karzai_0007.jpg      43      28         2582.5
Hans_Blix  8 | 2
                 Hans_Blix_0001.jpg      44      29        2280.22
                 Hans_Blix_0008.jpg      44       -        1935.29
Harrison_Ford  8 | 2
             Harrison_Ford_0004.jpg      45      13        2065.48
             Harrison_Ford_0001.jpg      45      13        2429.48
Hillary_Clinton  8 | 2
           Hillary_Clinton_0006.jpg      46       1        2468.48
           Hillary_Clinton_0004.jpg      46       1        2865.83
Howard_Dean  8 | 2
               Howard_Dean_0006.jpg      47      48        2434.01
               Howard_Dean_0009.jpg      47       -        2514.68
Hugo_Chavez  8 | 2
               Hugo_Chavez_0007.jpg      48      17        2477.56
               Hugo_Chavez_0001.jpg      48      28        1801.33
Hu_Jintao  8 | 2
                 Hu_Jintao_0001.jpg      49       -         2802.6
                 Hu_Jintao_0004.jpg      49       -        1848.72
Ian_Thorpe  8 | 2
                Ian_Thorpe_0006.jpg      50      28        2521.71
                Ian_Thorpe_0009.jpg      50      33        2808.86
Igor_Ivanov  8 | 2
               Igor_Ivanov_0007.jpg      51      28        2023.66
               Igor_Ivanov_0008.jpg      51      38        2964.66

Tested 104 in 6.54 seconds
Right predictions: 24, 23.0769%

-------------------------------------------------------------------------------
