Library: ..\data\lfw_normalized_20_20.txt
	Images Dir: C:\Users\Pedro\Dropbox\FEUP\PDIS\Visage\VisageFaceRec\Debug\normalized_10_50\
	Total Images: 1240
	Total People: 62
	Images per person MIN | MAX: 20 | 20
	Percentage of trainned images per person: 80
Loaded in: 0.165 seconds
               Vicente_Fox_0018.jpg    5541       -        285.185
Vladimir_Putin  16 | 4
            Vladimir_Putin_0016.jpg    5570       -        247.022
            Vladimir_Putin_0019.jpg    5570    5658        267.381
            Vladimir_Putin_0007.jpg    5570    2210        231.131
            Vladimir_Putin_0008.jpg    5570    5352         223.95
Winona_Ryder  16 | 4
              Winona_Ryder_0001.jpg    5658       -        171.635
              Winona_Ryder_0016.jpg    5658       -        159.955
              Winona_Ryder_0011.jpg    5658       -        166.636
              Winona_Ryder_0008.jpg    5658       -        205.599

Tested 242 in 7.51 seconds
Right predictions: 103, 42.562%

-------------------------------------------------------------------------------
