Library: ..\data\lfw_aligned_masked_10_10-v2.txt
	Images Dir: C:\Users\Pedro\Dropbox\FEUP\PDIS\Visage\VisageFaceRec\Debug\lfw_alinned_masked\
	Total Images: 520
	Total People: 52
	Images per person MIN | MAX: 10 | 10
	Percentage of trainned images per person: 80
Loaded in: 0.149 seconds
            George_HW_Bush_0010.jpg      33       -        318.301
George_Robertson  8 | 2
          George_Robertson_0005.jpg      34      38        285.351
          George_Robertson_0008.jpg      34       -        320.415
George_W_Bush  8 | 2
             George_W_Bush_0008.jpg      35       -        344.221
             George_W_Bush_0001.jpg      35       -        292.845
Gerhard_Schroeder  8 | 2
         Gerhard_Schroeder_0010.jpg      36       -        334.178
         Gerhard_Schroeder_0008.jpg      36       -        362.215
Gloria_Macapagal_Arroyo  8 | 2
   Gloria_Macapagal_Arroyo_0008.jpg      37      38         448.58
   Gloria_Macapagal_Arroyo_0007.jpg      37       -        383.245
Gonzalo_Sanchez_de_Lozada  8 | 2
 Gonzalo_Sanchez_de_Lozada_0002.jpg      38      41        337.305
 Gonzalo_Sanchez_de_Lozada_0006.jpg      38       -        264.808
Gordon_Brown  8 | 2
              Gordon_Brown_0002.jpg      39      35        368.931
              Gordon_Brown_0009.jpg      39       -        308.186
Gray_Davis  8 | 2
                Gray_Davis_0005.jpg      40      35        501.947
                Gray_Davis_0007.jpg      40      16         353.81
Guillermo_Coria  8 | 2
           Guillermo_Coria_0001.jpg      41      33        409.564
           Guillermo_Coria_0008.jpg      41       -        252.722
Halle_Berry  8 | 2
               Halle_Berry_0007.jpg      42       -        295.864
               Halle_Berry_0010.jpg      42       -        408.302
Hamid_Karzai  8 | 2
              Hamid_Karzai_0006.jpg      43      35        479.133
              Hamid_Karzai_0007.jpg      43       -        279.868
Hans_Blix  8 | 2
                 Hans_Blix_0007.jpg      44       -        334.818
                 Hans_Blix_0001.jpg      44      33        470.418
Harrison_Ford  8 | 2
             Harrison_Ford_0007.jpg      45      12        429.334
             Harrison_Ford_0004.jpg      45      46        440.477
Hillary_Clinton  8 | 2
           Hillary_Clinton_0008.jpg      46       -        198.436
           Hillary_Clinton_0006.jpg      46       9         403.63
Howard_Dean  8 | 2
               Howard_Dean_0009.jpg      47       -        259.565
               Howard_Dean_0008.jpg      47      51        387.048
Hugo_Chavez  8 | 2
               Hugo_Chavez_0005.jpg      48      28        378.143
               Hugo_Chavez_0001.jpg      48      50        311.697
Hu_Jintao  8 | 2
                 Hu_Jintao_0003.jpg      49      28        367.492
                 Hu_Jintao_0002.jpg      49       -        312.185
Ian_Thorpe  8 | 2
                Ian_Thorpe_0005.jpg      50       -        243.376
                Ian_Thorpe_0008.jpg      50       -        364.645
Igor_Ivanov  8 | 2
               Igor_Ivanov_0003.jpg      51      37        314.406
               Igor_Ivanov_0009.jpg      51      32        303.963

Tested 104 in 6.157 seconds
Right predictions: 48, 46.1538%

-------------------------------------------------------------------------------
